"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"42171",10886153,"JA195977","03/20/2017 09:00:00 AM","081XX S ELLIS AVE","0810","THEFT","OVER $500","APARTMENT","false","false",631,6,8,44,"06",1184307,1851331,2017,"03/27/2017 03:52:22 PM",41.747222066,-87.600219523,"(41.747222066, -87.600219523)"
"79401",10824317,"JA125696","01/22/2017 09:00:00 AM","047XX N MONTICELLO AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",1723,17,33,14,"14",1151202,1931152,2017,"02/14/2017 03:49:42 PM",41.96697039,-87.719434998,"(41.96697039, -87.719434998)"
"67050",10844919,"JA148010","02/09/2017 08:01:00 PM","001XX N MAYFIELD AVE","1821","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","STREET","true","false",1512,15,29,25,"18",1137141,1900386,2017,"02/16/2017 03:49:36 PM",41.882809858,-87.771876815,"(41.882809858, -87.771876815)"
"68561",10842057,"JA145335","02/07/2017 03:30:00 AM","068XX S PAULINA ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",725,7,17,67,"14",1166192,1859294,2017,"02/14/2017 03:55:11 PM",41.769477995,-87.666371618,"(41.769477995, -87.666371618)"
"14925",10928241,"JA242832","04/27/2017 02:00:00 PM","020XX W LE MOYNE ST","0820","THEFT","$500 AND UNDER","STREET","false","false",1424,14,1,24,"06",1162454,1909830,2017,"05/04/2017 03:57:25 PM",41.908232886,-87.678661556,"(41.908232886, -87.678661556)"
"78567",10825991,"JA127401","01/23/2017 08:00:00 PM","073XX S YALE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",731,7,17,69,"08B",1175895,1856230,2017,"02/14/2017 03:49:42 PM",41.760858047,-87.630896658,"(41.760858047, -87.630896658)"
"22510",10916321,"JA229882","04/18/2017 03:30:00 PM","0000X W RANDOLPH ST","0890","THEFT","FROM BUILDING","RESTAURANT","false","false",111,1,42,32,"06",1176157,1901285,2017,"04/25/2017 03:55:00 PM",41.884486956,-87.628581948,"(41.884486956, -87.628581948)"
"77450",10828975,"JA130368","01/26/2017 03:10:00 AM","092XX S ESSEX AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",423,4,7,48,"14",1194447,1844148,2017,"02/14/2017 03:49:42 PM",41.727268215,-87.563299898,"(41.727268215, -87.563299898)"
"51561",10874085,"JA181978","02/28/2017 04:30:00 PM","084XX S PEORIA ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false",613,6,21,71,"06",1171782,1848901,2017,"03/13/2017 03:46:44 PM",41.740837493,-87.646185511,"(41.740837493, -87.646185511)"
"61016",10854605,"JA159514","02/19/2017 11:00:00 AM","017XX N LINDER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2532,25,37,25,"07",1139462,1911056,2017,"02/26/2017 03:57:03 PM",41.912047649,-87.76309347,"(41.912047649, -87.76309347)"
"15395",10926919,"JA241169","04/27/2017 11:30:00 AM","081XX S BURNHAM AVE","0420","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","ALLEY","false","false",422,4,7,46,"04B",1196248,1851535,2017,"05/04/2017 03:57:25 PM",41.747494345,-87.556458452,"(41.747494345, -87.556458452)"
"71030",10838545,"JA141065","02/04/2017 12:06:00 AM","089XX S ASHLAND AVE","0820","THEFT","$500 AND UNDER","HOTEL/MOTEL","false","false",2221,22,21,73,"06",1167235,1845486,2017,"02/14/2017 03:49:42 PM",41.731564657,-87.662942811,"(41.731564657, -87.662942811)"
"34085",10897494,"JA208924","04/01/2017 03:00:00 PM","105XX S EMERALD AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",2233,22,34,49,"26",1173175,1835024,2017,"04/08/2017 03:49:53 PM",41.70272641,-87.641490294,"(41.70272641, -87.641490294)"
"36086",10895191,"JA205833","03/29/2017 09:50:00 AM","008XX S STATE ST","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","ATHLETIC CLUB","false","false",123,1,2,32,"11",1176487,1896508,2017,"04/05/2017 03:53:43 PM",41.871371147,-87.627514417,"(41.871371147, -87.627514417)"
"34231",10894801,"JA205606","03/29/2017 08:00:00 AM","005XX E 51ST ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false",223,2,4,38,"05",1180899,1871322,2017,"04/08/2017 03:48:12 PM",41.802158343,-87.612092926,"(41.802158343, -87.612092926)"
"92439",10801725,"JA100652","01/01/2017 02:11:00 PM","067XX S INDIANA AVE","041A","BATTERY","AGGRAVATED: HANDGUN","STREET","false","false",322,3,20,69,"04B",1178754,1860409,2017,"02/14/2017 03:49:42 PM",41.77226113,-87.620291368,"(41.77226113, -87.620291368)"
"46287",10877252,"JA186287","03/14/2017 05:00:00 AM","054XX S ARCHER AVE","031A","ROBBERY","ARMED: HANDGUN","HOTEL/MOTEL","false","false",814,8,23,56,"03",1144801,1869688,2017,"03/21/2017 03:50:39 PM",41.798429303,-87.744521435,"(41.798429303, -87.744521435)"
"49005",10872400,"JA180388","03/09/2017 12:54:00 AM","077XX S HALSTED ST","502R","OTHER OFFENSE","VEHICLE TITLE/REG OFFENSE","STREET","true","false",621,6,17,71,"26",1172306,1853636,2017,"03/16/2017 03:53:03 PM",41.753819454,-87.644126664,"(41.753819454, -87.644126664)"
"59512",10856963,"JA162495","02/21/2017 07:15:00 PM","019XX S LEAVITT ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false",1234,12,25,31,"08A",1162010,1890493,2017,"02/28/2017 04:05:09 PM",41.855179771,-87.680832666,"(41.855179771, -87.680832666)"
"43432",10882645,"JA192333","03/19/2017 05:30:00 AM","007XX E 131ST ST","0560","ASSAULT","SIMPLE","CHA PARKING LOT/GROUNDS","true","true",533,5,9,54,"08A",1183836,1818525,2017,"03/26/2017 03:47:28 PM",41.657209223,-87.602964841,"(41.657209223, -87.602964841)"
"25609",10911381,"JA223967","04/13/2017 11:32:00 PM","048XX S SEELEY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",931,9,20,61,"08B",1163508,1872582,2017,"04/20/2017 03:58:21 PM",41.805998677,-87.675837494,"(41.805998677, -87.675837494)"
"23805",10914198,"JA227550","04/16/2017 11:08:00 PM","003XX S THROOP ST","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","false","false",1231,12,2,28,"26",1167776,1898593,2017,"04/23/2017 03:49:01 PM",41.877284651,-87.659435509,"(41.877284651, -87.659435509)"
"7994",10938229,"JA255121","05/08/2017 09:58:00 AM","0000X N KEELER AVE","2024","NARCOTICS","POSS: HEROIN(WHITE)","STREET","true","false",1115,11,28,26,"18",1148389,1899836,2017,"05/15/2017 03:54:29 PM",41.881091235,-87.730587475,"(41.881091235, -87.730587475)"
"16529",10925879,"JA240060","04/26/2017 02:17:00 PM","004XX W DIVISION ST","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false",1821,18,27,8,"06",1173175,1908290,2017,"05/03/2017 03:53:47 PM",41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
"61729",10853838,"JA158459","02/17/2017 11:30:00 PM","010XX W BRYN MAWR AVE","0610","BURGLARY","FORCIBLE ENTRY","MOVIE HOUSE/THEATER","false","false",2022,20,48,77,"05",1168115,1937367,2017,"02/24/2017 03:52:30 PM",41.983675152,-87.657067886,"(41.983675152, -87.657067886)"
"55717",10862478,"JA168200","02/26/2017 08:00:00 PM","067XX S CLAREMONT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",832,8,17,66,"07",1161897,1859818,2017,"03/05/2017 03:50:44 PM",41.771006243,-87.682100663,"(41.771006243, -87.682100663)"
"89965",10807776,"JA106434","01/06/2017 04:45:00 PM","0000X N WACKER DR","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","false","true",122,1,42,32,"26",1173863,1900534,2017,"02/14/2017 03:49:42 PM",41.882477553,-87.637028112,"(41.882477553, -87.637028112)"
"63250",10850883,"JA155130","02/15/2017 03:41:00 PM","026XX N SPAULDING AVE","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","APARTMENT","true","false",1412,14,35,22,"18",1153627,1917433,2017,"02/22/2017 03:53:51 PM",41.929276457,-87.710884879,"(41.929276457, -87.710884879)"
"21874",10916743,"JA230212","04/18/2017 08:58:00 PM","114XX S CALUMET AVE","0810","THEFT","OVER $500","SPORTS ARENA/STADIUM","false","false",531,5,9,49,"06",1180629,1828888,2017,"04/25/2017 03:55:00 PM",41.685720813,-87.614383328,"(41.685720813, -87.614383328)"
"12909",10934444,"JA250482","04/15/2017 06:00:00 PM","043XX W CORTEZ ST","0810","THEFT","OVER $500","RESIDENCE","false","false",1111,11,37,23,"06",1147220,1906642,2017,"05/08/2017 04:00:15 PM",41.899790103,-87.734705659,"(41.899790103, -87.734705659)"
"17424",10924361,"JA238600","04/25/2017 01:15:00 PM","053XX S SHIELDS AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","true",935,9,3,37,"06",1174864,1869413,2017,"05/02/2017 03:50:33 PM",41.797056686,-87.634282538,"(41.797056686, -87.634282538)"
"7318",10939093,"JA255545","05/08/2017 03:30:00 PM","077XX S INGLESIDE AVE","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false",624,6,8,69,"08B",1183899,1853859,2017,"05/15/2017 03:54:29 PM",41.754168689,-87.601635756,"(41.754168689, -87.601635756)"
"28360",10906590,"JA218518","04/09/2017 01:08:00 PM","003XX N MICHIGAN AVE","0870","THEFT","POCKET-PICKING","COMMERCIAL / BUSINESS OFFICE","false","false",111,1,42,32,"06",1177242,1902518,2017,"04/16/2017 03:50:22 PM",41.887845852,-87.624560336,"(41.887845852, -87.624560336)"
"2513",10951110,"JA255194","05/08/2017 08:00:00 AM","007XX E 95TH ST","0810","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","false","false",633,6,9,49,"06",1182815,1842138,2017,"05/22/2017 03:56:40 PM",41.72203018,-87.60597125,"(41.72203018, -87.60597125)"
"58954",10857649,"JA162981","02/21/2017 08:00:00 PM","111XX S RACINE AVE","0810","THEFT","OVER $500","STREET","false","false",2234,22,34,75,"06",1170311,1830990,2017,"02/28/2017 04:05:09 PM",41.691719131,-87.652094372,"(41.691719131, -87.652094372)"
"48184",10873995,"JA181905","03/10/2017 09:44:00 AM","011XX S MOZART ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","VACANT LOT/LAND","true","false",1135,11,28,29,"18",1157531,1894946,2017,"03/17/2017 03:52:20 PM",41.867491495,-87.697151553,"(41.867491495, -87.697151553)"
"75818",10831232,"JA132667","01/27/2017 06:00:00 PM","009XX S MAYFIELD AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",1513,15,29,25,"05",1137183,1895704,2017,"02/14/2017 03:49:42 PM",41.869961062,-87.771835062,"(41.869961062, -87.771835062)"
"68041",10842515,"JA145900","02/08/2017 07:15:00 AM","0000X S HALSTED ST","0820","THEFT","$500 AND UNDER","SIDEWALK","false","false",1232,12,27,28,"06",1171058,1900047,2017,"02/15/2017 03:56:10 PM",41.881203182,-87.647342333,"(41.881203182, -87.647342333)"
"21405",10919336,"JA231104","04/19/2017 04:10:00 PM","004XX S PLYMOUTH CT","1330","CRIMINAL TRESPASS","TO LAND","LIBRARY","true","false",113,1,2,32,"26",1176141,1898406,2017,"04/26/2017 03:52:19 PM",41.876587174,-87.628727499,"(41.876587174, -87.628727499)"
"7291",10939307,"JA256503","05/08/2017 10:00:00 PM","031XX N LAWNDALE AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2523,25,35,21,"06",1151219,1920528,2017,"05/15/2017 03:54:29 PM",41.93781702,-87.719652205,"(41.93781702, -87.719652205)"
"85277",10815366,"JA115041","01/13/2017 06:40:00 PM","003XX E GARFIELD BLVD","0820","THEFT","$500 AND UNDER","STREET","false","true",231,2,3,40,"06",1179640,1868628,2017,"02/14/2017 03:49:42 PM",41.794794662,-87.61679251,"(41.794794662, -87.61679251)"
"67185",10844880,"JA148019","02/09/2017 08:34:00 PM","037XX W 64TH ST","031A","ROBBERY","ARMED: HANDGUN","SIDEWALK","false","false",823,8,13,65,"03",1152445,1861903,2017,"02/16/2017 03:49:36 PM",41.776918985,-87.716693776,"(41.776918985, -87.716693776)"
"83036",10819059,"JA119384","01/02/2017 12:00:00 PM","024XX N CANNON DR","0810","THEFT","OVER $500","STREET","false","false",1935,19,43,7,"06",1174543,1916591,2017,"02/14/2017 03:49:42 PM",41.926523588,-87.634050522,"(41.926523588, -87.634050522)"
"84819",10816208,"JA116050","01/14/2017 03:40:00 PM","014XX W 72ND ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","false","true",734,7,17,67,"08B",1168052,1857003,2017,"02/14/2017 03:49:42 PM",41.76315141,-87.659619472,"(41.76315141, -87.659619472)"
"58019",10859041,"JA164717","02/23/2017 01:30:00 PM","032XX N MAJOR AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",1633,16,38,15,"05",1137796,1921135,2017,"03/02/2017 03:54:20 PM",41.93973577,-87.768970263,"(41.93973577, -87.768970263)"
"47683",10875693,"JA184272","03/12/2017 08:30:00 AM","079XX S ARTESIAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",835,8,18,70,"14",1161425,1851923,2017,"03/19/2017 03:55:05 PM",41.749350999,-87.684049284,"(41.749350999, -87.684049284)"
"25721",10911155,"JA223681","04/13/2017 05:47:00 PM","0000X E 75TH ST","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","true","false",623,6,6,69,"06",1177752,1855282,2017,"04/20/2017 03:58:21 PM",41.758214815,-87.624119338,"(41.758214815, -87.624119338)"
"60688",10854796,"JA159761","02/19/2017 02:25:00 PM","001XX S STATE ST","0860","THEFT","RETAIL THEFT","OTHER","true","false",112,1,42,32,"06",1176405,1899616,2017,"02/26/2017 03:57:03 PM",41.879901533,-87.627721661,"(41.879901533, -87.627721661)"
"88431",10809479,"JA108774","01/08/2017 11:15:00 PM","074XX S ELLIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true",323,3,8,69,"08B",1184167,1855951,2017,"02/14/2017 03:49:42 PM",41.759903087,-87.600588336,"(41.759903087, -87.600588336)"
"34771",10896664,"JA207565","03/31/2017 04:35:00 PM","079XX S MAY ST","0460","BATTERY","SIMPLE","APARTMENT","false","true",612,6,17,71,"08B",1170029,1852193,2017,"04/07/2017 03:54:07 PM",41.749909421,-87.652512918,"(41.749909421, -87.652512918)"
"11995",10932156,"JA247926","05/02/2017 04:00:00 PM","071XX S CORNELL AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",324,3,5,43,"26",1188472,1857879,2017,"05/09/2017 03:54:21 PM",41.76509198,-87.584749244,"(41.76509198, -87.584749244)"
"82419",10820147,"JA120537","01/18/2017 01:55:00 PM","047XX W JACKSON BLVD","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true",1113,11,28,25,"14",1144792,1898270,2017,"02/14/2017 03:49:42 PM",41.876862505,-87.743835075,"(41.876862505, -87.743835075)"
"59230",10855983,"JA161381","02/20/2017 08:30:00 PM","009XX N HOMAN AVE","2092","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","SIDEWALK","true","false",1121,11,27,23,"18",1153540,1905980,2017,"02/27/2017 03:56:40 PM",41.897850152,-87.711509711,"(41.897850152, -87.711509711)"
"38776",10889810,"JA200333","03/25/2017 04:52:00 PM","050XX S COTTAGE GROVE AVE","1330","CRIMINAL TRESPASS","TO LAND","RESTAURANT","true","false",223,2,4,38,"26",1182443,1871574,2017,"04/01/2017 03:52:21 PM",41.80281416,-87.606422691,"(41.80281416, -87.606422691)"
"19667",10921125,"JA234108","04/21/2017 08:20:00 PM","076XX N BOSWORTH AVE","0460","BATTERY","SIMPLE","STREET","false","false",2422,24,49,1,"08B",1164635,1950508,2017,"04/28/2017 03:58:42 PM",42.019809042,-87.669491958,"(42.019809042, -87.669491958)"
"22767",10916835,"JA230454","04/17/2017 11:30:00 AM","039XX W JACKSON BLVD","0460","BATTERY","SIMPLE","STREET","false","false",1122,11,28,26,"08B",1150128,1898396,2017,"04/24/2017 03:57:11 PM",41.877106023,-87.724239449,"(41.877106023, -87.724239449)"
"59775",10858989,"JA163774","02/20/2017 02:00:00 PM","060XX N FAIRFIELD AVE","1585","SEX OFFENSE","OTHER","APARTMENT","false","false",2413,24,50,2,"17",1156912,1939955,2017,"02/27/2017 03:56:40 PM",41.991012071,-87.698200016,"(41.991012071, -87.698200016)"
"15901",10928074,"JA242639","04/26/2017 05:30:00 PM","024XX E 79TH ST","0580","STALKING","SIMPLE","PARKING LOT/GARAGE(NON.RESID.)","false","false",422,4,7,46,"08A",1193792,1853060,2017,"05/03/2017 03:53:47 PM",41.751739567,-87.565407903,"(41.751739567, -87.565407903)"
"89950",10806664,"JA104379","01/04/2017 06:19:00 PM","014XX S PULASKI RD","031A","ROBBERY","ARMED: HANDGUN","ALLEY","false","false",1011,10,24,29,"03",1149950,1892826,2017,"02/14/2017 03:49:42 PM",41.861824762,-87.725037944,"(41.861824762, -87.725037944)"
"81017",10822737,"JA123499","01/20/2017 06:27:00 PM","074XX S STONY ISLAND AVE","0460","BATTERY","SIMPLE","GAS STATION","false","false",324,3,5,43,"08B",1188107,1855775,2017,"02/14/2017 03:49:42 PM",41.759327126,-87.586154041,"(41.759327126, -87.586154041)"
"19789",10920666,"JA234135","04/21/2017 09:24:00 PM","039XX W GLADYS AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","RESIDENCE","false","true",1132,11,28,26,"04B",1150179,1898065,2017,"04/28/2017 03:58:42 PM",41.876196728,-87.724060818,"(41.876196728, -87.724060818)"
"67857",10848811,"JA147163","02/08/2017 10:00:00 AM","092XX S PEORIA ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false",2223,22,21,73,"11",NA,NA,2017,"02/15/2017 03:56:10 PM",NA,NA,""
"80818",10823917,"JA125121","01/22/2017 01:25:00 AM","039XX W IOWA ST","0460","BATTERY","SIMPLE","SIDEWALK","true","false",1112,11,27,23,"08B",1150070,1905722,2017,"02/14/2017 03:49:42 PM",41.897210481,-87.724261486,"(41.897210481, -87.724261486)"
"65083",10848172,"JA152353","02/12/2017 05:00:00 PM","030XX N KEATING AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",2521,25,31,19,"14",1144188,1919887,2017,"02/19/2017 03:47:01 PM",41.936193263,-87.745508891,"(41.936193263, -87.745508891)"
"88145",10810555,"JA109968","01/09/2017 05:44:00 PM","080XX S ESCANABA AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","RESIDENCE-GARAGE","true","false",422,4,7,46,"15",1196897,1852141,2017,"02/14/2017 03:49:42 PM",41.749141151,-87.554060268,"(41.749141151, -87.554060268)"
"41550",10887661,"JA197433","03/21/2017 11:25:00 PM","013XX W LUNT AVE","0810","THEFT","OVER $500","RESIDENTIAL YARD (FRONT/BACK)","false","false",2431,24,49,1,"06",1165953,1946632,2017,"03/28/2017 03:56:52 PM",42.009145091,-87.664753261,"(42.009145091, -87.664753261)"
"30782",10903587,"JA215466","04/06/2017 11:45:00 PM","013XX N CLEVELAND AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false",1821,18,27,8,"08A",1172740,1909425,2017,"04/13/2017 03:53:25 PM",41.906899902,-87.640888264,"(41.906899902, -87.640888264)"
"58348",10860268,"JA165528","02/22/2017 05:12:00 PM","039XX W 79TH ST","0810","THEFT","OVER $500","SCHOOL, PUBLIC, BUILDING","false","false",834,8,18,70,"06",1151370,1851889,2017,"03/01/2017 03:52:50 PM",41.749460005,-87.72089612,"(41.749460005, -87.72089612)"
"33197",10898320,"JA209912","04/02/2017 03:50:00 PM","006XX N LOREL AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false",1524,15,37,25,"08B",1140562,1903759,2017,"04/09/2017 03:57:12 PM",41.892003686,-87.759231728,"(41.892003686, -87.759231728)"
"2984",10944710,"JA263635","05/14/2017 10:00:00 AM","037XX W 75TH PL","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","true",833,8,18,70,"26",1152177,1854441,2017,"05/21/2017 03:55:34 PM",41.756447321,-87.71787201,"(41.756447321, -87.71787201)"
"28413",10906410,"JA218454","04/09/2017 01:15:00 PM","067XX S PARNELL AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false",722,7,6,68,"08B",1173729,1860314,2017,"04/16/2017 03:50:22 PM",41.772113287,-87.638714258,"(41.772113287, -87.638714258)"
"23922",10801859,"JA100606","01/01/2017 01:00:00 AM","130XX S AVENUE N","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true",433,4,10,55,"08B",1201399,1819054,2017,"04/23/2017 03:47:22 PM",41.658234519,-87.538682356,"(41.658234519, -87.538682356)"
"7973",10938274,"JA255335","05/08/2017 12:30:00 PM","012XX W NORTH AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false",1433,14,32,24,"06",1168038,1910796,2017,"05/15/2017 03:54:29 PM",41.910764867,-87.658120918,"(41.910764867, -87.658120918)"
"8736",10938200,"JA255389","05/06/2017 01:12:00 PM","004XX E 78TH ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","true",624,6,6,69,"26",1180390,1853385,2017,"05/13/2017 03:48:31 PM",41.752949155,-87.614509488,"(41.752949155, -87.614509488)"
"71908",10837365,"JA139347","01/27/2017 07:00:00 AM","050XX N WINTHROP AVE","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false",2024,20,48,3,"06",1167958,1933790,2017,"02/14/2017 03:49:42 PM",41.973863167,-87.657749059,"(41.973863167, -87.657749059)"
"61559",10854062,"JA157727","02/17/2017 01:10:00 PM","064XX S UNIVERSITY AVE","0560","ASSAULT","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false",314,3,20,42,"08A",1184800,1862557,2017,"02/24/2017 03:52:30 PM",41.778015745,-87.598061446,"(41.778015745, -87.598061446)"
"53759",10865415,"JA171964","03/02/2017 01:05:00 AM","073XX S BLACKSTONE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",324,3,5,43,"08B",1187479,1856461,2017,"03/09/2017 03:56:38 PM",41.761224518,-87.588433836,"(41.761224518, -87.588433836)"
"55582",10866705,"JA172321","02/10/2017 09:00:00 AM","056XX S JUSTINE ST","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false",713,7,16,67,"26",1166971,1867329,2017,"03/06/2017 03:49:43 PM",41.791510432,-87.663286653,"(41.791510432, -87.663286653)"
"72708",10836796,"JA136013","01/30/2017 10:20:00 PM","020XX E 71ST ST","041A","BATTERY","AGGRAVATED: HANDGUN","SIDEWALK","false","false",331,3,5,43,"04B",1190958,1858322,2017,"02/14/2017 03:49:42 PM",41.766247876,-87.575623169,"(41.766247876, -87.575623169)"
"85688",10816141,"JA115954","01/14/2017 01:50:00 PM","053XX W WASHINGTON BLVD","0560","ASSAULT","SIMPLE","APARTMENT","false","false",1522,15,28,25,"08A",1140952,1900238,2017,"02/14/2017 03:49:42 PM",41.882334457,-87.757886124,"(41.882334457, -87.757886124)"
"65162",10847508,"JA151441","02/12/2017 08:00:00 PM","107XX S PERRY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true",513,5,34,49,"08B",1177503,1833782,2017,"02/19/2017 03:47:01 PM",41.699221683,-87.625679685,"(41.699221683, -87.625679685)"
"75428",10831650,"JA132952","01/28/2017 10:00:00 AM","008XX W 119TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false",524,5,34,53,"06",1173026,1825943,2017,"02/14/2017 03:49:42 PM",41.677810006,-87.642302645,"(41.677810006, -87.642302645)"
"23123",10919763,"JA233151","04/17/2017 11:00:00 AM","035XX S ASHLAND AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","STREET","false","false",912,9,11,59,"11",1166243,1881366,2017,"04/24/2017 03:57:11 PM",41.830045077,-87.66555614,"(41.830045077, -87.66555614)"
"14200",10929643,"JA244818","04/29/2017 10:00:00 PM","093XX S HARPER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",413,4,8,48,"07",1188081,1843264,2017,"05/06/2017 03:51:13 PM",41.724996332,-87.586647185,"(41.724996332, -87.586647185)"
"45511",10879109,"JA188441","03/15/2017 01:20:00 PM","063XX S DAMEN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",726,7,15,67,"14",1164115,1862633,2017,"03/22/2017 03:49:49 PM",41.778684606,-87.673891132,"(41.778684606, -87.673891132)"
"82865",10819239,"JA119752","01/17/2017 07:30:00 PM","043XX W 78TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","true","false",834,8,13,70,"14",1148913,1852669,2017,"02/14/2017 03:49:42 PM",41.751648101,-87.729879646,"(41.751648101, -87.729879646)"
"74573",10834088,"JA136084","01/31/2017 12:50:00 AM","026XX E 95TH ST","0460","BATTERY","SIMPLE","SIDEWALK","false","false",423,4,7,48,"08B",1194969,1842465,2017,"02/14/2017 03:49:42 PM",41.722637081,-87.561443056,"(41.722637081, -87.561443056)"
"27443",10908683,"JA221450","04/11/2017 04:00:00 PM","019XX N MONTICELLO AVE","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","RESIDENCE-GARAGE","false","false",2535,25,26,22,"14",1151734,1912687,2017,"04/18/2017 03:59:10 PM",41.916290521,-87.717966283,"(41.916290521, -87.717966283)"
"69868",10840251,"JA143457","02/05/2017 11:00:00 AM","018XX S DRAKE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",1021,10,24,29,"14",1152997,1890749,2017,"02/14/2017 03:49:42 PM",41.856065448,-87.713907841,"(41.856065448, -87.713907841)"
"10961",10934590,"JA250752","05/03/2017 03:00:00 PM","003XX S DEARBORN ST","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",113,1,2,32,"06",1175986,1898799,2017,"05/10/2017 03:57:19 PM",41.87766908,-87.629284766,"(41.87766908, -87.629284766)"
"81956",10820879,"JA121401","01/18/2017 08:00:00 PM","010XX W 47TH PL","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE-GARAGE","false","false",933,9,3,61,"05",1170214,1873316,2017,"02/14/2017 03:49:42 PM",41.807869442,-87.651221013,"(41.807869442, -87.651221013)"
"14570",10928714,"JA243479","04/28/2017 11:30:00 PM","079XX S CHAMPLAIN AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false",624,6,6,44,"08A",1181945,1852405,2017,"05/05/2017 03:50:30 PM",41.750224137,-87.608841323,"(41.750224137, -87.608841323)"
"10334",10939090,"JA256509","05/04/2017 08:00:00 AM","028XX W LYNDALE ST","0890","THEFT","FROM BUILDING","APARTMENT","false","false",1414,14,35,22,"06",1157028,1914958,2017,"05/11/2017 03:49:38 PM",41.92241644,-87.698454519,"(41.92241644, -87.698454519)"
