"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"23556",10913923,"JA227355","04/16/2017 01:00:00 PM","0000X N LONG AVE","0810","THEFT","OVER $500","APARTMENT","false","true",1522,15,28,25,"06",1140342,1899700,2017,"04/23/2017 03:49:01 PM",41.880869318,-87.760139277,"(41.880869318, -87.760139277)"
"4207",10943387,"JA261518","05/12/2017 07:00:00 PM","111XX S ASHLAND AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","STREET","false","false",2234,22,34,75,"04A",1167605,1830986,2017,"05/19/2017 03:52:48 PM",41.691766454,-87.662001505,"(41.691766454, -87.662001505)"
"32163",10901131,"JA212864","04/04/2017 10:45:00 PM","030XX W 62ND ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true",823,8,15,66,"14",1157305,1863373,2017,"04/11/2017 03:57:40 PM",41.780855868,-87.698837232,"(41.780855868, -87.698837232)"
"87703",10810527,"JA109972","01/09/2017 09:19:00 PM","010XX W 79TH ST","1822","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","STREET","true","false",612,6,17,71,"18",1170827,1852436,2017,"02/14/2017 03:49:42 PM",41.750558881,-87.649581628,"(41.750558881, -87.649581628)"
"22755",10917752,"JA231204","04/17/2017 01:22:00 PM","052XX W NORTH AVE","1122","DECEPTIVE PRACTICE","COUNTERFEIT CHECK","OTHER","false","false",2532,25,37,25,"10",1141381,1910140,2017,"04/24/2017 03:57:11 PM",41.909498816,-87.756066167,"(41.909498816, -87.756066167)"
"75015",10832101,"JA133903","01/29/2017 04:12:00 AM","045XX W MAYPOLE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true",1113,11,28,26,"08B",1146267,1901076,2017,"02/14/2017 03:49:42 PM",41.884534571,-87.738347838,"(41.884534571, -87.738347838)"
"14960",10928599,"JA243340","04/28/2017 07:42:00 PM","007XX N LAWNDALE AVE","2027","NARCOTICS","POSS: CRACK","APARTMENT","true","false",1112,11,27,23,"18",1151587,1904673,2017,"05/05/2017 03:50:30 PM",41.894302232,-87.718717316,"(41.894302232, -87.718717316)"
"84884",10815827,"JA114742","01/12/2017 04:00:00 AM","096XX S YALE AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false",511,5,21,49,"06",1176315,1840999,2017,"02/14/2017 03:49:42 PM",41.719052849,-87.629813689,"(41.719052849, -87.629813689)"
"78032",10827127,"JA128358","01/24/2017 03:24:00 PM","006XX E 92ND PL","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",633,6,9,44,"14",1182145,1843782,2017,"02/14/2017 03:49:42 PM",41.726557022,-87.608374621,"(41.726557022, -87.608374621)"
"80977",10822789,"JA123652","01/20/2017 08:25:00 PM","078XX S HALSTED ST","1360","CRIMINAL TRESPASS","TO VEHICLE","POLICE FACILITY/VEH PARKING LOT","true","false",621,6,17,71,"26",1172325,1852947,2017,"02/14/2017 03:49:42 PM",41.751928332,-87.644077264,"(41.751928332, -87.644077264)"
"39940",10888129,"JA198084","03/23/2017 04:56:00 PM","003XX E LOWER WACKER DR","0320","ROBBERY","STRONGARM - NO WEAPON","SIDEWALK","false","false",114,1,42,32,"03",1178608,1902460,2017,"03/30/2017 03:51:05 PM",41.887655627,-87.619545777,"(41.887655627, -87.619545777)"
"8292",10940228,"JA257862","05/07/2017 06:00:00 PM","057XX S PRAIRIE AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","false","false",232,2,20,40,"26",1179019,1867064,2017,"05/15/2017 03:51:52 PM",41.79051708,-87.619117338,"(41.79051708, -87.619117338)"
"22209",10916013,"JA229453","04/18/2017 11:52:00 AM","077XX S RHODES AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","true",624,6,6,69,"14",1181245,1853836,2017,"04/25/2017 03:55:00 PM",41.754167102,-87.611362411,"(41.754167102, -87.611362411)"
"12148",10932462,"JA248333","05/02/2017 08:40:00 PM","075XX N PAULINA ST","0860","THEFT","RETAIL THEFT","RESTAURANT","true","false",2422,24,49,1,"06",1163642,1950114,2017,"05/09/2017 03:54:21 PM",42.018748975,-87.673157281,"(42.018748975, -87.673157281)"
"23177",10914817,"JA228126","04/17/2017 12:02:00 PM","076XX N BOSWORTH AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","false",2422,24,49,1,"26",1164635,1950640,2017,"04/24/2017 03:57:11 PM",42.020171252,-87.669488191,"(42.020171252, -87.669488191)"
"51345",10869726,"JA177204","03/06/2017 06:30:00 AM","056XX S SPAULDING AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",822,8,14,63,"05",1155343,1867043,2017,"03/13/2017 03:48:46 PM",41.790966386,-87.705932192,"(41.790966386, -87.705932192)"
"80963",10822806,"JA123120","01/20/2017 02:55:00 PM","061XX S INDIANA AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false",311,3,20,40,"06",1178651,1864337,2017,"02/14/2017 03:49:42 PM",41.783042307,-87.620549584,"(41.783042307, -87.620549584)"
"89810",10807289,"JA105848","01/06/2017 06:00:00 AM","049XX W AUGUSTA BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1531,15,37,25,"08B",1143181,1906196,2017,"02/14/2017 03:49:42 PM",41.898642607,-87.749552264,"(41.898642607, -87.749552264)"
"40785",10887280,"JA196084","03/22/2017 10:30:00 AM","005XX N CENTRAL AVE","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","APARTMENT","false","true",1523,15,37,25,"04B",1138938,1903072,2017,"03/29/2017 03:52:53 PM",41.890148134,-87.765212765,"(41.890148134, -87.765212765)"
"2460",10944991,"JA263974","05/15/2017 12:45:00 AM","022XX W SCHOOL ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false",1921,19,32,5,"14",1160993,1921880,2017,"05/22/2017 03:58:12 PM",41.941329375,-87.683693168,"(41.941329375, -87.683693168)"
"19152",10921445,"JA235121","04/22/2017 05:40:00 PM","045XX N CENTRAL PARK AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true",1723,17,33,14,"08B",1151569,1929989,2017,"04/29/2017 03:49:38 PM",41.963771817,-87.718116283,"(41.963771817, -87.718116283)"
"85499",10815319,"JA114677","01/13/2017 02:56:00 PM","063XX S COTTAGE GROVE AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","STREET","false","false",312,3,20,42,"04A",1182653,1863118,2017,"02/14/2017 03:49:42 PM",41.779605286,-87.605914931,"(41.779605286, -87.605914931)"
"88184",10809907,"JA109177","01/09/2017 11:28:00 AM","052XX W DIVISION ST","4625","OTHER OFFENSE","PAROLE VIOLATION","STREET","true","false",2532,25,37,25,"26",1140981,1907488,2017,"02/14/2017 03:49:42 PM",41.902228802,-87.757601001,"(41.902228802, -87.757601001)"
"59285",10855894,"JA161234","02/20/2017 07:10:00 PM","011XX N DEARBORN ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1824,18,42,8,"07",1175722,1908199,2017,"02/27/2017 03:56:40 PM",41.903469123,-87.629971177,"(41.903469123, -87.629971177)"
"40439",10888403,"JA198354","03/24/2017 01:00:00 AM","041XX W 13TH ST","0810","THEFT","OVER $500","STREET","false","false",1011,10,24,29,"06",1148791,1893714,2017,"03/31/2017 03:54:49 PM",41.864283997,-87.729269543,"(41.864283997, -87.729269543)"
"24310",10915237,"JA228866","04/15/2017 10:30:00 PM","076XX S VINCENNES AVE","0917","MOTOR VEHICLE THEFT","CYCLE, SCOOTER, BIKE W-VIN","STREET","false","false",623,6,17,69,"07",1175515,1854490,2017,"04/22/2017 03:52:16 PM",41.756091788,-87.632341337,"(41.756091788, -87.632341337)"
"13604",10929522,"JA244702","04/30/2017 02:48:00 AM","041XX W ARMITAGE AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2525,25,30,20,"06",1148646,1912971,2017,"05/07/2017 03:51:29 PM",41.917130084,-87.7293042,"(41.917130084, -87.7293042)"
"76990",10829315,"JA130658","01/25/2017 02:00:00 PM","002XX N MICHIGAN AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESTAURANT","false","false",111,1,42,32,"11",1177257,1901899,2017,"02/14/2017 03:49:42 PM",41.886146944,-87.624524028,"(41.886146944, -87.624524028)"
"68933",10843309,"JA146659","01/01/2017 12:00:00 PM","046XX W NORTH AVE","0810","THEFT","OVER $500","DEPARTMENT STORE","true","false",2533,25,37,25,"06",1145011,1910225,2017,"02/14/2017 03:49:42 PM",41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
"78059",10827091,"JA128599","01/24/2017 10:00:00 AM","051XX N WESTERN AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2031,20,47,4,"06",1159430,1933980,2017,"02/14/2017 03:49:42 PM",41.974564798,-87.689103474,"(41.974564798, -87.689103474)"
"38436",10890105,"JA200781","03/26/2017 02:19:00 AM","132XX S ESCANABA AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","ALLEY","false","false",433,4,10,55,"04A",1197442,1817831,2017,"04/02/2017 03:54:47 PM",41.654977658,-87.553202091,"(41.654977658, -87.553202091)"
"88000",10810267,"JA109735","01/07/2017 08:00:00 PM","020XX N KEDZIE AVE","0820","THEFT","$500 AND UNDER","ALLEY","false","false",1414,14,35,22,"06",1154709,1913553,2017,"02/14/2017 03:49:42 PM",41.918607801,-87.707012974,"(41.918607801, -87.707012974)"
"17507",10924075,"JA238315","04/25/2017 03:00:00 AM","012XX W 78TH PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",612,6,17,71,"08B",1169548,1852731,2017,"05/02/2017 03:50:33 PM",41.751396197,-87.654259949,"(41.751396197, -87.654259949)"
"77688",10827871,"JA129142","01/25/2017 08:22:00 AM","048XX W WALTON ST","0560","ASSAULT","SIMPLE","SCHOOL, PUBLIC, GROUNDS","false","false",1531,15,37,25,"08A",1143953,1905871,2017,"02/14/2017 03:49:42 PM",41.89773632,-87.746724879,"(41.89773632, -87.746724879)"
"45519",10879099,"JA188237","03/15/2017 05:25:00 PM","003XX S HOMAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true",1134,11,28,27,"08B",1153781,1897987,2017,"03/22/2017 03:49:49 PM",41.875911762,-87.710837503,"(41.875911762, -87.710837503)"
"34105",10897315,"JA208549","04/01/2017 01:00:00 AM","048XX S EVANS AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",223,2,4,38,"14",1182075,1873049,2017,"04/08/2017 03:49:53 PM",41.806870212,-87.607726628,"(41.806870212, -87.607726628)"
"84508",10816375,"JA116079","01/14/2017 07:00:00 AM","108XX S CALHOUN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",434,4,10,51,"14",1194906,1833717,2017,"02/14/2017 03:49:42 PM",41.698633264,-87.56196086,"(41.698633264, -87.56196086)"
"50012",10871779,"JA179217","03/07/2017 10:30:00 AM","014XX W SUPERIOR ST","0810","THEFT","OVER $500","SCHOOL, PUBLIC, BUILDING","false","false",1215,12,27,24,"06",1166316,1905110,2017,"03/14/2017 03:58:07 PM",41.895199124,-87.664609728,"(41.895199124, -87.664609728)"
"51258",10871846,"JA173567","03/03/2017 01:37:00 PM","079XX S VINCENNES AVE","5011","OTHER OFFENSE","LICENSE VIOLATION","RESTAURANT","false","false",621,6,17,44,"26",1174998,1852438,2017,"03/13/2017 03:46:44 PM",41.750472394,-87.634297122,"(41.750472394, -87.634297122)"
"12352",10931389,"JA247101","05/01/2017 11:30:00 PM","016XX N ELSTON AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","GAS STATION","false","true",1433,14,32,24,"04B",1166889,1910859,2017,"05/08/2017 04:02:29 PM",41.910962486,-87.662340099,"(41.910962486, -87.662340099)"
"55254",10864583,"JA170981","02/28/2017 09:00:00 PM","027XX W RASCHER AVE","0820","THEFT","$500 AND UNDER","STREET","false","false",2011,20,40,4,"06",1157120,1936087,2017,"03/07/2017 03:54:38 PM",41.980393866,-87.697540554,"(41.980393866, -87.697540554)"
"76651",10829737,"JA130918","01/25/2017 02:30:00 PM","061XX S RHODES AVE","0810","THEFT","OVER $500","RESIDENCE","false","false",313,3,20,42,"06",1180958,1864399,2017,"02/14/2017 03:49:42 PM",41.78315965,-87.612089556,"(41.78315965, -87.612089556)"
"50805",10870151,"JA177823","03/06/2017 11:00:00 PM","073XX S HONORE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",735,7,17,67,"07",1165289,1856045,2017,"03/13/2017 03:48:46 PM",41.760581463,-87.669773488,"(41.760581463, -87.669773488)"
"61098",10854439,"JA159243","02/19/2017 03:15:00 AM","041XX N KIMBALL AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","TAXICAB","false","false",1723,17,33,16,"11",1152987,1927140,2017,"02/26/2017 03:57:03 PM",41.955925915,-87.712978551,"(41.955925915, -87.712978551)"
"62529",10852329,"JA156650","02/17/2017 01:00:00 AM","022XX W 72ND ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","true","false",832,8,18,66,"14",1162558,1856876,2017,"02/24/2017 03:52:30 PM",41.762919219,-87.679759614,"(41.762919219, -87.679759614)"
"5950",10947143,"JA240395","04/22/2017 01:05:00 PM","066XX S STONY ISLAND AVE","0890","THEFT","FROM BUILDING","BANK","false","false",321,3,5,42,"06",1188019,1861082,2017,"05/18/2017 03:51:48 PM",41.773892091,-87.58630763,"(41.773892091, -87.58630763)"
"20632",10919238,"JA232565","04/20/2017 08:00:00 AM","119XX S WALLACE ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",524,5,34,53,"05",1174459,1825640,2017,"04/27/2017 03:50:49 PM",41.676946868,-87.637066359,"(41.676946868, -87.637066359)"
"515",10948819,"JA268266","05/17/2017 07:29:00 PM","059XX S ASHLAND AVE","1725","OFFENSE INVOLVING CHILDREN","CONTRIBUTE CRIM DELINQUENCY JUVENILE","PARKING LOT/GARAGE(NON.RESID.)","false","false",714,7,15,67,"20",1166686,1865425,2017,"05/24/2017 03:52:36 PM",41.786291714,-87.664386014,"(41.786291714, -87.664386014)"
"33599",10891963,"JA202804","03/27/2017 05:00:00 PM","027XX W TOUHY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT/GARAGE(NON.RESID.)","true","false",2411,24,50,2,"07",1156813,1947640,2017,"04/09/2017 03:55:05 PM",42.012102023,-87.698354528,"(42.012102023, -87.698354528)"
"60287",10855539,"JA160789","02/19/2017 10:00:00 PM","025XX W 81ST ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",835,8,18,70,"07",1160592,1850839,2017,"02/26/2017 03:57:03 PM",41.746393545,-87.687131581,"(41.746393545, -87.687131581)"
"5136",10942614,"JA260707","05/11/2017 02:30:00 PM","026XX W LELAND AVE","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESTAURANT","false","false",1911,19,47,4,"05",1158106,1931119,2017,"05/18/2017 03:53:44 PM",41.966741287,-87.694050737,"(41.966741287, -87.694050737)"
"37571",10890982,"JA201898","03/27/2017 03:10:00 AM","0000X E 51ST ST","051A","ASSAULT","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)","false","false",225,2,3,40,"04A",1177734,1871231,2017,"04/03/2017 03:56:38 PM",41.801980921,-87.623702939,"(41.801980921, -87.623702939)"
"55388",10862805,"JA169166","02/27/2017 05:53:00 PM","0000X E 103RD ST","0560","ASSAULT","SIMPLE","SIDEWALK","true","false",511,5,9,49,"08A",1178149,1836683,2017,"03/06/2017 03:51:31 PM",41.707167842,-87.623226752,"(41.707167842, -87.623226752)"
"86465",10813146,"JA112547","01/11/2017 09:30:00 PM","040XX W BELDEN AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","STREET","true","false",2525,25,31,20,"15",1148901,1914978,2017,"02/14/2017 03:49:42 PM",41.922632547,-87.728315299,"(41.922632547, -87.728315299)"
"79464",10825398,"JA126721","01/23/2017 01:00:00 PM","132XX S GREENWOOD AVE","0560","ASSAULT","SIMPLE","CHA APARTMENT","false","false",533,5,9,54,"08A",1186054,1817671,2017,"02/14/2017 03:49:42 PM",41.654813864,-87.594875669,"(41.654813864, -87.594875669)"
"70205",10839828,"JA142930","02/05/2017 08:15:00 PM","021XX W 21ST ST","1310","CRIMINAL DAMAGE","TO PROPERTY","OTHER","false","false",1234,12,25,31,"14",1162354,1890050,2017,"02/14/2017 03:49:42 PM",41.853956955,-87.67958241,"(41.853956955, -87.67958241)"
"76793",10829633,"JA131117","01/25/2017 03:00:00 PM","078XX S BENNETT AVE","0820","THEFT","$500 AND UNDER","DRIVEWAY - RESIDENTIAL","false","false",414,4,8,43,"06",1190230,1853378,2017,"02/14/2017 03:49:42 PM",41.752698687,-87.578450525,"(41.752698687, -87.578450525)"
"67323",10844629,"JA147697","02/09/2017 03:45:00 PM","004XX W 80TH ST","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, GROUNDS","false","false",621,6,21,44,"08B",1174759,1851879,2017,"02/16/2017 03:49:36 PM",41.748943754,-87.635189547,"(41.748943754, -87.635189547)"
"4111",10949506,"JA268706","03/15/2017 02:30:00 AM","028XX W BERTEAU AVE","0498","BATTERY","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY","RESIDENCE","false","false",1724,17,33,16,"04B",NA,NA,2017,"05/19/2017 03:52:48 PM",NA,NA,""
"3301",10945073,"JA263255","05/13/2017 07:00:00 PM","095XX S VINCENNES AVE","031A","ROBBERY","ARMED: HANDGUN","ALLEY","false","false",2213,22,21,73,"03",1170573,1841598,2017,"05/20/2017 03:49:22 PM",41.720823428,-87.650827351,"(41.720823428, -87.650827351)"
"61783",10853592,"JA157991","02/17/2017 04:00:00 PM","045XX S ROCKWELL ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",922,9,12,58,"05",1159790,1874630,2017,"02/24/2017 03:52:30 PM",41.811695888,-87.689417534,"(41.811695888, -87.689417534)"
"11149",10933519,"JA249766","05/03/2017 08:00:00 PM","013XX S LAWNDALE AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","STREET","false","false",1011,10,24,29,"11",1151918,1893645,2017,"05/10/2017 03:57:19 PM",41.864033702,-87.717792133,"(41.864033702, -87.717792133)"
"19572",10923076,"JA237172","04/21/2017 11:50:00 AM","087XX S WALLACE ST","5000","OTHER OFFENSE","OTHER CRIME AGAINST PERSON","SCHOOL, PUBLIC, BUILDING","false","false",2223,22,21,71,"26",1173832,1846929,2017,"04/28/2017 03:58:42 PM",41.735380901,-87.638732821,"(41.735380901, -87.638732821)"
"61429",10854275,"JA159042","02/18/2017 10:00:00 AM","079XX S CHAMPLAIN AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","false","false",624,6,6,44,"05",1181941,1852541,2017,"02/25/2017 03:56:47 PM",41.750597428,-87.608851785,"(41.750597428, -87.608851785)"
"81409",10822059,"JA122743","01/05/2017 06:00:00 PM","028XX W WILCOX ST","0930","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","RESIDENTIAL YARD (FRONT/BACK)","false","false",1124,11,2,27,"07",1157410,1899227,2017,"02/14/2017 03:49:42 PM",41.879241446,-87.69747934,"(41.879241446, -87.69747934)"
"51574",10873819,"JA181716","03/01/2017 12:45:00 PM","004XX W HOBBIE ST","1121","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","OTHER","false","false",1823,18,27,8,"10",1172852,1907468,2017,"03/13/2017 03:46:44 PM",41.901527308,-87.640534903,"(41.901527308, -87.640534903)"
"65976",10846274,"JA149728","02/11/2017 12:00:00 AM","065XX S CALIFORNIA AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false",831,8,15,66,"06",1158839,1861101,2017,"02/18/2017 03:49:59 PM",41.774589975,-87.693275244,"(41.774589975, -87.693275244)"
"41784",10884558,"JA194533","03/21/2017 12:10:00 AM","043XX S INDIANA AVE","0820","THEFT","$500 AND UNDER","SIDEWALK","false","false",215,2,3,38,"06",1178322,1876351,2017,"03/28/2017 03:56:52 PM",41.816017309,-87.621390976,"(41.816017309, -87.621390976)"
"18429",10922354,"JA236416","04/23/2017 06:34:00 PM","087XX S SANGAMON ST","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","SIDEWALK","true","false",2222,22,21,71,"15",1171498,1846957,2017,"04/30/2017 03:50:43 PM",41.73550911,-87.647282841,"(41.73550911, -87.647282841)"
"574",10947991,"JA267392","05/17/2017 10:52:00 AM","021XX N WESTERN AVE","1330","CRIMINAL TRESPASS","TO LAND","OTHER","true","false",1432,14,32,22,"26",1160005,1914531,2017,"05/24/2017 03:52:36 PM",41.921183719,-87.687527909,"(41.921183719, -87.687527909)"
"63921",10851338,"JA155576","02/14/2017 07:30:00 PM","021XX W PETERSON AVE","0820","THEFT","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)","false","false",2413,24,40,2,"06",1160994,1939841,2017,"02/21/2017 04:01:48 PM",41.990615196,-87.683188577,"(41.990615196, -87.683188577)"
"13439",10930073,"JA245411","04/30/2017 03:54:00 PM","100XX S RHODES AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","false",511,5,9,49,"26",1181680,1838457,2017,"05/07/2017 03:51:29 PM",41.711955296,-87.610241778,"(41.711955296, -87.610241778)"
"8474",10937364,"JA254259","05/07/2017 06:40:00 AM","021XX S MICHIGAN AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false",132,1,2,33,"26",1177540,1890161,2017,"05/14/2017 03:48:50 PM",41.853930752,-87.623841071,"(41.853930752, -87.623841071)"
"16724",10924890,"JA239337","04/25/2017 11:04:00 PM","087XX S CREGIER AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false",412,4,8,48,"14",1189712,1847198,2017,"05/02/2017 03:50:33 PM",41.735752645,-87.580546872,"(41.735752645, -87.580546872)"
"70287",10839364,"JA142231","02/05/2017 03:00:00 AM","125XX S PRINCETON AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","RESIDENCE","false","false",523,5,9,53,"17",1176562,1821708,2017,"02/14/2017 03:49:42 PM",41.666109947,-87.629486361,"(41.666109947, -87.629486361)"
"23749",10914534,"JA227994","04/16/2017 08:30:00 PM","076XX S MAPLEWOOD AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE-GARAGE","false","false",835,8,18,70,"14",1160704,1853902,2017,"04/23/2017 03:49:01 PM",41.754796576,-87.686636825,"(41.754796576, -87.686636825)"
"56653",10860877,"JA166697","02/24/2017 11:00:00 PM","036XX W DIVERSEY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",2523,25,35,21,"07",1151796,1918378,2017,"03/03/2017 03:50:55 PM",41.931905893,-87.717588358,"(41.931905893, -87.717588358)"
"2928",10944800,"JA263741","05/14/2017 07:23:00 PM","093XX S PHILLIPS AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false",423,4,7,48,"14",1194134,1843571,2017,"05/21/2017 03:55:34 PM",41.725692552,-87.564465318,"(41.725692552, -87.564465318)"
"74305",10833325,"JA135282","01/29/2017 12:01:00 AM","002XX W ONTARIO ST","0870","THEFT","POCKET-PICKING","TAVERN/LIQUOR STORE","false","false",1831,18,42,8,"06",1174477,1904439,2017,"02/14/2017 03:49:42 PM",41.893179406,-87.634656764,"(41.893179406, -87.634656764)"
"81266",10822339,"JA123000","01/16/2017 04:00:00 PM","001XX N WACKER DR","0890","THEFT","FROM BUILDING","OTHER","false","false",122,1,42,32,"06",1173911,1901340,2017,"02/14/2017 03:49:42 PM",41.884688197,-87.636827836,"(41.884688197, -87.636827836)"
"79580",10824957,"JA122287","01/19/2017 08:30:00 PM","001XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",122,1,42,32,"06",1175301,1901735,2017,"02/14/2017 03:49:42 PM",41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
"44109",10881333,"JA190608","03/17/2017 12:00:00 PM","051XX N MC VICKER AVE","0820","THEFT","$500 AND UNDER","RESIDENCE PORCH/HALLWAY","false","false",1622,16,45,11,"06",1134873,1933876,2017,"03/24/2017 03:51:07 PM",41.974750657,-87.779410663,"(41.974750657, -87.779410663)"
"37924",10892906,"JA203615","03/26/2017 06:00:00 PM","016XX N ADA ST","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","false","false",1433,14,32,24,"06",1166943,1911505,2017,"04/02/2017 03:54:47 PM",41.912733991,-87.662123151,"(41.912733991, -87.662123151)"
"91950",10801245,"JA100143","01/01/2017 02:42:00 AM","073XX S STONY ISLAND AVE","0630","BURGLARY","ATTEMPT FORCIBLE ENTRY","RESTAURANT","false","false",324,3,5,43,"05",1188089,1856440,2017,"02/14/2017 03:49:42 PM",41.761152375,-87.586198842,"(41.761152375, -87.586198842)"
"4525",10942901,"JA261122","05/12/2017 05:20:00 PM","083XX S STONY ISLAND AVE","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SMALL RETAIL STORE","false","false",412,4,8,45,"04A",1188369,1850184,2017,"05/19/2017 03:52:48 PM",41.743978654,-87.585371967,"(41.743978654, -87.585371967)"
"6507",10941770,"JA259427","05/09/2017 08:00:00 AM","022XX S ST LOUIS AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false",1024,10,22,30,"07",1153384,1888887,2017,"05/16/2017 03:52:21 PM",41.850948232,-87.712536759,"(41.850948232, -87.712536759)"
"9257",10936327,"JA252755","05/06/2017 08:07:00 AM","032XX N LINDER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true",1633,16,38,15,"08B",1139122,1921220,2017,"05/13/2017 03:48:31 PM",41.93994496,-87.764094666,"(41.93994496, -87.764094666)"
"44499",10882773,"JA190911","03/16/2017 06:00:00 PM","040XX N BROADWAY","0320","ROBBERY","STRONGARM - NO WEAPON","STREET","false","false",1915,19,46,3,"03",1169936,1926850,2017,"03/23/2017 03:53:53 PM",41.954776563,-87.650678805,"(41.954776563, -87.650678805)"
"19425",10921033,"JA234548","04/22/2017 09:37:00 AM","079XX S COTTAGE GROVE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",624,6,6,44,"03",1182930,1852635,2017,"04/29/2017 03:49:38 PM",41.750832464,-87.605224746,"(41.750832464, -87.605224746)"
"87642",10810669,"JA110125","01/10/2017 03:55:00 AM","065XX N NORTHWEST HWY","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true",1612,16,41,9,"08B",1125987,1943048,2017,"02/14/2017 03:49:42 PM",42.000072564,-87.81188261,"(42.000072564, -87.81188261)"
"10594",10935337,"JA251505","05/05/2017 10:47:00 AM","039XX W WILCOX ST","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false",1122,11,28,26,"08B",1150127,1899045,2017,"05/12/2017 03:47:54 PM",41.878886971,-87.724226209,"(41.878886971, -87.724226209)"
